S.No.,Name,Email,District,Address,Phone,Medium
192,College of Horticulture and Forestry,deanchf@hotmail.com,Jhalawar,"Nimoda Road, Near PTS, Jhalarapatan City, Jhalawar-326 023",7432241155,Both (Hindi & English)
193,Sahid Captain Ripudamansingh Govt. Colllege,scprswm@gmail.com,Sawai Madhopur,"Near Railway Station Bridge, Sawai Madhopur",7462220307,Both (Hindi & English)
194,"Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University, Jodhpur",rau_jodhpur@yahoo.co.in,Jodhpur,"Kadvad, Nagaur Road, Jodhpur- 342037",,Both (Hindi & English)
195,"College of Technology and Engineering, Udaipur",ctaedean@gmail.com,Udaipur,"CTAE, MPUAT, Udaipur",,English
196,College of Dairy & Food Technology,cdfst2011@gmail.com,Udaipur,"CDFST, MPUAT, Udaipur",,English
197,"College of Community and Applied Sciences , MPUAT, Udaipur",deanchsc@yahoo.co.in,Udaipur,"University Campus, Udaipur",,Both (Hindi & English)
198,College of Fisheries,deancofudr@gmail.com,Udaipur,"CoF, MPUAT, Udaipur",,Both (Hindi & English)
199,"College of Agriculture, Suwana, Bhilwara",coabhilwara@gmail.com,Bhilwara,"COA , MPUAT, BHILWARA",,Both (Hindi & English)
200,"Rajasthan College of Agriculture, Udaipur",deanrcaudr@yahoo.com,Udaipur,"RCA , MPUAT, UDAIPUR",,Both (Hindi & English)
201,"College of Veterinary and Animal Science, Bikaner",cvas901@gmail.com,Bikaner,"Bijay Bhawan Palace, Near Pt. Deen Dayal Upadhayay Circle, Bikaner, (Rajasthan)",(151) 220-4123,English
202,"College Of Veterinary & Animal Science, Udaipur",cvas902@gmail.com,Udaipur,"College Of Veterinary & Animal Science, Navania, Vallabhnagar,Udaipur (Rajasthan) – 313601",(0295) 724-0223,English
203,"Post Graduate Institute of Veterinary Education & Research, Jaipur",pgiverjaipur@gmail.com,Jaipur,"N.H. – 11, Agra Road, Opposite Chanda Garden, Jamdoli, Jaipur (Raj.) – 302031",(141) 268-1211,English
204,Aayojan School of Architecture ,aayojanschool@gmail.com,Jaipur,ISI-4  RIICO Institutional Area  Sitapura  Goner Road  Jaipur-302022,,English
205,Acharya Shree Nanesh Samta Mahavidhyalaya ,asnsvt@yahoo.com,Chittorgarh,Nanesh Nagar  Danta  Tehsil-Kapasan  Distt-Chittorgarh-312202,,English
206,Advait Vedanta Institute of Technology,md@adved.org,Jaipur,Adved Knowledge Park Kanota-Sambhariya Road  Village Gangarampura  Tehsil-Bassi  Dist. Jaipur-303903,8875018051,English
207,Aishwarya College of Management & Research Centre (ACMRC) ,acmrc.jodhpur@gmail.com,Jodhpur,A-9  Extn.-1  Kamla Nehru Nagar  Jodhpur -342001,,English
208,Aishwarya Institute of Management & Information Technology ,director@aimudr.org,Udaipur,"1-4D Block, Adarsh Nagar,  University Road,  Udaipur-313001",,English
209,Alwar Institute of Engineering & Technology ,vka.iet@gmail.com,Alwar,North Extension  M. I. A.  Alwar-301030,,English
210,Anand International College of Engineering,anand.educationjpr@gmail.com,Jaipur,"814, Near Kanota  Agra Road  Jaipur-303012",,English
211,Apex Group of Institutions,info@apexjaipur.org,Jaipur,IS-2018  Ramchandrapura Industrial Area  Sitapura (Extn.) Jaipur-302022,,English
212,Apex Institute of Engineering & Technology ,info@apexcollege.in,Jaipur,ISI-5  RIICO Institutional Area  Sitapura  Jaipur-302022,,English
213,Apex Institute of Management & Science ,info@apexedu.org,Jaipur,Sector-5  V. T. Road  Mansarovar  Jaipur-302020,,English
214,Aravali Institute  Of Technical Studies  ,info@aravalieducation.org,Udaipur,Umarada Railway Station  Udaipur-313015,,English
215,Arya College of Engineering & Information Technology ,principal@aryacollege.in,Jaipur,SP-42  Kukas Industrial Area (RIICO)  Delhi Road  Kukas  Jaipur-302028,,English
216,Arya College of Engineering & Research Centre ,principalacerc@aryajaipur.com,Jaipur,SP-40  Kukas Industrial Area (RIICO)  Kukas  Jaipur-302028,,English
217,Arya Institute of Engineering  Technology & Management,registrar@aryajaipur.com,Jaipur,F-29  Omaxe City Phase-II  Jaipur Ajmer Express Highway  Jaipur Rajasthan-302026,,English
218,Arya Institute of Engineering & Technology ,arvind@aryacollege.org,Jaipur,SP-40  Kukas Industrial Area (RIICO)  Kukas  Jaipur-302028,,English
219,Aryabhatt College of Management ,director@acmajmer.com,Ajmer,Near Suchana Kendra Circle  Opp. Agarwal School  Ajmer-305004,,English
220,Aryabhatta College of Engineering and Research Centre,acmajmer@gmail.com,Ajmer,"Behind Mahala Kalyan Mandal, Chachiawas  Chatari Road  Ajmer -305004",,English
221,Aryan College of Technology,aryancollege@gmail.com,Ajmer,Near-Jaju Institute  Lohagal  Ajmer Rajasthan-305001,,English
222,Asians Institute of Technology ,info@ait.edu.in,Tonk,"Post-Luhara, Tahsil-Neewai, Tonk-304019",,English
223,B. K. Birla Institute of Engineering & Technology  ,bkbiet@gmail.com,Jhunjhunu,"BKBIET, Ceeri Road, Pilani, Jhunjhunu-333031",,English
224,Bal Krishna Institute of Technology,bkit.kota@gmail.com,Kota,IPC-15  RIICO Institutional Area  Ranpur  Kota Rajasthan-324005,,English
225,Baldev Ram Mirdha Institute Of Technology,tpcell@bmitjaipur.org,Jaipur,ITS-3  IT Park  EPIP  Sitapura  Jaipur-302022,,English
226,Baldev Ram Mirdha Institute Of Technology (East Campus),inquiry@bmitjaipur.org,Jaipur,ITS-4  IT Park  EPIP  Sitapura  Jaipur-302022,,English
227,Bharatiya Institute of Engineering & Technology ,bietsikar@gmail.com,Sikar,"PO-Bajajgram Sanwali, Post Box No.-11, Chandanpura Sikar-332021",,English
228,Biff & Bright College of Engineering & Technology,bbcet@live.com,Jaipur,Village & Post - Padasoli  NH-8  Dudu  Distt-Jaipur -303008,,English
229,Biff & Bright College of Technical Education ,bbcte.jaipur@gmail.com,Jaipur,Village & Post - Padasoli  NH-8  Dudu  Distt-Jaipur -303008,,English
230,Biyani Institute of Science & Management ,acad@biyanicolleges.org,Jaipur,R-4  Sectior-3  Vidhyadhar Nagar  Jaipur -302039,,English
231,BLM Institute of Technology & Management Sciences,blmitms@gmail.com,Jhunjhunu,Rajota  Khetri  Distt - Jhunjhunu (Raj.)-333503,9414540487,English
232,Buddha Institute of Architecture & Town Planning,buddha@ashapurna.com,Udaipur,"Seth Ji Ki Kundal Nh-8 Near Iim, Balicha  Udaipur-313001",,English
233,"Chanakya Technical Campus (Former ""Chanakya School of Engg & Technology"")  ",chanakyaengineering@yahoo.co.in,Jaipur,PLOT No. A Khasra No 138  Village Keshopura Bhankrota  Ajmer Road  Jaipur-302026,,English
234,Chandrawati  Group of Institutions ,admin@cgibp.com,Bharatpur,NH-11  Opposite Ghana National Park  Bharatpur -321001,,English
235,Chartered Institute of Technology ,citaburoad@gmail.com,Sirohi,Village-Danvav  Mount Road  Talhati Abu Road  Distt - Sirohi-307510,,English
236,CLG Institute of Engineering & Technology,clgsansthan@gmail.com,Pali,Keshar Bag  Jawai Bandh Road  Sumerpur Distt.- Pali-306902,9829134043,English
237,College of Engineering & Technology ,principal@cet-gov.ac.in,Bikaner,Karni Industrial Area  Pugal Road  Bikaner-334004,,English
238,Compucom Institute of Information Technology & Management ,adm@ciitm.org,Jaipur,SP-5  EPIP  RIICO Industrial Area  Sitapura  Jaipur-302022,,English
239,Compucom Institute of Technology & Management ,adm1@ciitm.org,Jaipur,"SP-3, 5,  5A,  EPIP,  RIICO Industrial Area  Sitapura  Jaipur-302022",,English
240,Deepshikha College of Technical Education ,info@deepshikha.org,Jaipur,White Building  Sector-3  Varun Path  Mansarovar  Jaipur-302020,,English
241,Deepshikha Kala Sansthan Group of Institutions,info1@deepshikha.org,Jaipur,"Village - Vatika  Tehsil - Sanganer, Rural Area,  Jaipur-303902",,English
242,Dr. Radhakrishnan Institute of Technology,dritjaipur@gmail.com,Jaipur,Kalwara  Near Mahendra World City (Sez)  Ajmer Road  Jaipur-302037,,English
243,Dungarpur College of Engineering & Technology ,dcet.rajasthan@gmail.com,Dungarpur,Bhadariyaghata  Simalwara Road  Dungarpur-314001,,English
244,Educosm Technical Campus,educosm@gmail.com,Jaipur,IS-2017  Ramchandrapura Industrial Area  Sitapura Extn.  Tonk Road  Jaipur  Rajasthan-302022,,English
245,G. D. Memorial College of Management & Technology ,gdmcmt07@gmail.com,Jodhpur,Sector-4  Kuri Bhagtasni Scheme  Housing Board  Jodhpur-342005,,English
246,Geetanjali Institute of Technical Studies ,dirgits@gmail.com,Udaipur,"Airport Road Dabok, Taluka Mavli, Udaipur-313022",,English
247,Global College of Technology,support@gctjaipur.com,Jaipur,ITS-2  IT Park  EPIP  Sitapura  Jaipur-302022,,English
248,Global Institute of Technology ,support@gitjaipur.com,Jaipur,ITS-1  IT Park  EPIP  Sitapura  Jaipur-302022,,English
249,Govt. Engineering College  ,principalgecbanswara@gmail.com,Banswara,Behind Mayur Mill  Kupda  Dungarpur Road  Banswara-327001,,English
250,"Govt. Engineering College, Ajmer",principal@ecajmer.ac.in,Ajmer,"Jaipur Beawer Highway Nh-8, Barliya Circle, Ajmer-305001",,English
251,"Govt. Engineering College, Bharatpur",principal.gecbharatpur@gmail.com,Bharatpur,"Village Shyorana Near NH-11, Bharatpur-321303",,English
252,"Govt. Engineering College, Jhalawar",govtecj@gmail.com,Jhalawar,Village-Chandlai  Sunel Road  Tehsil- Jhalarapatan  Distt. - Jhalawar-326023,,English
253,"Govt. Engineering College, Bikaner",principal@ecb.ac.in,Bikaner,Karni Industrial Area  Pugal Road  Bikaner-334004,,English
254,Govt. Mahila Engineering College ,principalgwecajm@gmail.com,Ajmer,Nasirabad Road  Makhupura  Ajmer-335002,,English
255,Gurukul Institute of Engineering & Technology ,gurukulkota2007@gmail.com,Kota,IPB-13  RIICO Institutional Area  Ranpur  Kota-325003,,English
256,"IILM Academy of Higher Learning  Jaipur, Campus",iilmjaipur@iilm.ac.in,Jaipur,35/95  Kumbha Marg  RHB Colony  Sector-10  Pratap nagar  Sanganer  Jaipur-302033,,English
257,Institute of Engineering & Technology ,principaliet@yahoo.com,Alwar,North Extension  M. I. A.  Alwar-301030,,English
258,Institute Of Management Studies  Faculty of Management  BJS Rampuria Jain College,imsbikner@gmail.com,Bikaner,"J. N. Vyas Colony CIRCLE, Bikaner-334003",,English
259,International School of Informatics & Management ,iiim@icfia.org,Jaipur,Sector-12  Mahaveer Marg  Mansarovar  Jaipur-302020,,English
260,Jagannath Gupta Institute of Engineering & Technology ,jnit@jimsindia.org,Jaipur,Plot No. IP-2&3  Phase IV  Sitapura Industrial Area  Opp. Chokhi Dhani  Jaipur-302022,,English
261,Jaipur Engineering College ,jeckukas@yahoo.com,Jaipur,SP-43  RIICO Industrial Area  Kukas  Jaipur-303101,,English
262,Jaipur Engineering College & Research Centre ,info@jecrcmail.com,Jaipur,"Sri Ram Ki Nangal, Via-Vitika, Opp. EPIP Gate, Tonk Road, Jaipur-302022",,English
263,Jaipur Institute of Engineering & Technology  Jaipur,jietkukas@yahoo.in,Jaipur,SP-43  RIICO Industrial Area  Kukas  jaipur-303101,,English
264,Jaipur Institute of Engineering and Management,jiemjaipur@gmail.com,Jaipur,NH-8  Jaipur - Ajmer Highway  Village - Gadota  Jaipur-303007,9001876222,English
265,Jaipur Institute of Technology - Group of Institutions ,jitinstitutes@gmail.com,Jaipur,Newta - Kalwara Road  Kalwara  Sanganer  Distt. - Jaipur -303007,9680665588,English
266,JIET College of Engineering (Former JIET School of Engineering & Technology for Girls (JIET-SETG)) ,info@jietjodhpur.com,Jodhpur,JIET Universe  NH-65  Pali Road  Mogra  Jodhpur -342002,,English
267,Jodhpur Institute of Engineering & Technology ,info1@jietjodhpur.com,Jodhpur,JIET Universe  NH-65  Pali Road  Mogra  Jodhpur-342002,,English
268,Kautilya Institute of Technology & Engineering and School of Management (Kautilya Institute of Technology & Engineering) ,info@kautilya.net,Jaipur,"ISI-16, RIICO Institutional Complex, Kautilya Circle, Sitapura, Jaipur -302022",,English
269,Keystone Group of Institutions ,chairman@keystonegroup.in,Jhunjhunu,"169Km Milestone  Loharu - Chirawa - Jhunjhunu State Highway  Village - Pillod  Surajgarh, (Jhunjhunu)-333029",,English
270,Khandelwal Vaish Girls Institute of Technology,kvgitjaipur@gmail.com,Jaipur,Hanuman Nagar  Block - E  Vaishali Nagar  Jaipur -302006,,English
271,Laxmi Devi Institute of Engineering & Technology ,directorliet@gmail.com,Alwar,Alwar-Tijara-Delhi Highway  Chikani  Alwar-301028,,English
272,Lucky Institute of Professional Studies ,lssjodhpur@yahoo.co.in,Jodhpur,E. S. I. Hospital Road  Kamla Nehru Nagar  Jodhpur -342009,,English
273,M. L. V. Textile & Engineering College ,mlvti_jp1@sancharnet.in,Bhilwara,Pratap Nagar  Pur Road  Bhilwara--311001,,English
274,Maharani Girls Engineering College ,mgijaipur@gmail.com,Jaipur,Kalwara  Near Mahendra World City (Sez)  Ajmer Road  Jaipur-302037,,English
275,Maharishi Arvind College of Engineering & Research Centre ,macercjaipur@gmail.com,Jaipur,Sirsi Road  Jaipur-302012,,English
276,Maharishi Arvind College of Engineering & Technology ,macet.kota@gmail.com,Kota,IPB-21  RIICO Institutional Area Jhalawar Road Ranpur Kota-325003,,English
277,Maharishi Arvind Institute of Engineering & Technology ,info@maietjaipur.com,Jaipur,Sector-7  Madhyam Marg  Mansarovar  Jaipur-302020,,English
278,Maharishi Arvind Institute of Science and Management ,maism@datainfosys.net,Jaipur,Ambabari Circle  Ambabari  Jaipur-302023,,English
279,Maharishi Arvind International Institute of Technology ,maiit.kota@gmail.com,Kota,"IPA-1  RIICO, Institutional Area, Jhalawar Road, Ranpur  Kota-325003",,English
280,Maharishi Arvind School of Management Studies,masms.jaipur@gmail.com,Jaipur,"Sector-2, Kaverapath, Mansarovar, Jaipur-302020",,English
281,Mahatma Gandhi Engineering College,mgecjaipur@gmail.com,Jaipur,Bada Padampura Road  Shivdaspura  Tonk Road  Jaipur-303903,,English
282,Mahaveer Institute of Technology & Science,director@mitsjadan.ac.in,Pali,"Raniya Bera, Main Highway Road, NH-14, Jadan, Pali-306401",,English
283,Manda Institute of Technology ,mitbikaner@gmail.com,Bikaner,"NH-11, Jaipur Road, Raiser, Bikaner-334001",,English
284,Marudhar Engineering College ,info@marudhar.ac.in,Bikaner,Raiser  NH-11  Jaipur Road  Bikaner-334001,,English
285,Mayurakshi Institute of Engineering & Technology ,mayurakshi002@gmail.com,Jodhpur,"Near Mandalnath Circle  Main Mathania Road, Daijar  Jodhpur-342001",9829043501,English
286,Modern Institute of Technology & Research Centre ,mitrcindia@gmail.com,Alwar,"Village-Jharkhera, 6th Mile Stone,  Tijara Road,  Alwar-301028",,English
287,Modi Institute of Management & Technology ,mimtkota@modiedukota.org,Kota,Modi Education Complex  Dadabari Extension  Kota-324009,,English
288,Modi Institute of Technology  ,mitkota1@gmail.com,Kota,Nayagaon  Rawatbhata Road  Post Office-Borabas  Kota-324001,,English
289,Nathdwara Institute of Engineering & Technology,info@nathdwarainstitute.com,Rajsamand,Upali Oden  Nathdwara  Distt. - Rajsamand (Raj.)-313301,,English
290,Northern Institute of Engineering & Technical Campus  ,director@nietalwar.com,Alwar,"Village-Baldevbas, Panchayat-Chikani, Tehsil-Bahadurpur, Alwar-301028",,English
291,Om Kothari Institute of Management & Research ,okimrkota@rediffmail.com,Kota,A-1  Special I.P.I.A.  Jhalawar Road  Kota-324005,,English
292,Pacific Business School ,director@pbsmanagement.org,Udaipur,"Chitrakoot Nagar Bhuwana Scheme, Phase-1  Udaipur-313001",,English
293,Pacific College of Engineering ,director@pacific-ie.ac.in,Udaipur,"P.B. No. 12, Pratap Nagar Extension  Airport Road   Udaipur-313003",,English
294,Pacific Institute Of Engineering ,director1@pacific-ie.ac.in,Udaipur,"P.O. 12, Pratap Nagar Extension  Airport Road  Debari  Udaipur-313003",,English
295,Pinkcity Engineering College & Research Centre,pcecrc@gmail.com,Jaipur,"Gawar Jatan, Sanganer Jaipur-303905",9785644671,English
296,Poddar Management and Technical Campus ,office@poddarinstitute.org,Jaipur,"Gram - Fatehpuravas Vatika, Tehsil Chaksu, Jaipur-303901",9414073127,English
297,Poineer Institute of Management ,pioneer_institute@rediffmail.com,Udaipur,Pioneer Valley Village-Nalafala Airport Road Debari Udaipur-313003,,English
298,Poornima College of Engineering ,info@poornima.org,Jaipur,ISI-6  RIICO Institutional Area  Goner Road  Sitapura  Jaipur-302022,,English
299,Poornima Group of Institutions - Faculty of Engineering & Faculty of Management,info1@poornima.org,Jaipur,BT-1  Bio-Technology Park  RIICO  Sitapura  Jaipur-302022,,English
300,Poornima Institute of Engineering & Technology ,info2@poornima.org,Jaipur,ISI-2  RIICO Institutional Area  Goner Road  Sitapura  Jaipur-302022,,English
301,Poornima School of Management  ,info3@poornima.org,Jaipur,ISI-2  RIICO Institutional Area  Goner Road  Sitapura  Jaipur-302022,,English
302,Pratap Institute of Technology & Science ,jitendra.singh@pratap.co.in,Sikar,"Gram - Akhepura  Danta Ramgarh, Palsana, Sikar (Raj.)-332402",,English
303,R. N. Modi Engineering College  ,support@rmeckota.com,Kota,"SP-2  RIICO Institutional Area  Ranpur  Kota-Jhalawar Road  PO-Cable Nagar,  Kota-325003",,English
304,Raj Engineering College,info@recjodhpur.org,Jodhpur,V/P - Bawarla  Jaipur Highway  Distt - Jodhpur-342001,9414127638,English
305,Rajasthan College of Engineering for Women ,rcewjaipur@rediffmail.com,Jaipur,Bhankrota  Ajmer Road  Jaipur-302026,,English
306,Rajasthan Engineering College,rajasthangroupofcolleges@gmail.com,Dausa," Somnath Nagar,Ganeshpura Road,  Dausa-303303",,English
307,Rajasthan Institute of Engineering & Technology   ,rietchittor@gmail.com,Chittorgarh,"Village-Aachoda  PO-Samelpura, Chittor-Kota Highway, Chittorgarh-312001",,English
308,"Rajasthan Institute of Engineering & Technology, Jaipur",admin@rietjaipur.ac.in,Jaipur,Bhankrota  Ajmer Road  Jaipur-302026,,English
309,Rajdhani Engineering College,recjaipur@gmail.com,Jaipur,Rohini Nagar  Phase - I  Sanganer Renwal Road  Jaipur-303904,9636020111,English
310,Rajdhani Institute of Technology and Management ,mail@rajdhanijaipur.org,Jaipur,"Near Rohini Nagar Phase-1, Sanganer Renwal Road, Jaipur-303904",,English
311,Regional College for Education  Research & Technology ,info@regional-college.com,Jaipur,ISI-17  RIICO Institutional Area  Sitapura  Jaipur-302022,,English
312,S. G. N. Khalsa Institute of Management & Technology ,sgnkimat2009@gmail.com,Sri Ganganagar,Hindumal Kot Road  Sri Ganganagar-335001,,English
313,S. J. College of Engineering & Technology ,micpl.anil@yahoo.com,Dausa,Village - Bhandhana  NH-11  Distt. - Dausa (Raj.)-303303,,English
314,S. S. College of Engineering ,sscollege08@rediffmail.com,Udaipur,"Jamar Kotra Road, Post-Umarda, Panchayat-Kanpur, Udaipur-313001",,English
315,S. S. Jain Subodh P. G. College ,subodhcomputerapplicationinstitute@gmail.com,Jaipur,Rambagh Circle  Jaipur-302004,,English
316,S.S. Jain Subodh Mgt. Institute,smijaipur5@gmail.com,Jaipur,Sector-5  Shiprapath Mansarovar  Jaipur-302020,,English
317,Saraf Institute of Engineering & Technology,siethmo@gmail.com,Hanumangarh,"Tibbi Road Extension, Hanumangarh Town.-335513",,English
318,Sawai Madhopur College of Engineering and Technology,mjrpg@rediffmail.com,Sawai Madhopur,Village-Thingla  Sawai Madhopur  Rajasthan-322001,,English
319,School of Aeronautics,ccashoka@gmail.com,Alwar,I-04  RIICO  Industrial Area Neemrana  Rajasthan-301705,,English
320,School of Architecture  Apex Group of Institutions,info1@apexjaipur.org,Jaipur,IS-2018  Ramchandrapura Industrial Area  Sitapura (Extn.) Jaipur-302022,,English
321,Shankara Institute of Management ,shankarainst.mgt@gmail.com,Jaipur,SP-44  RIICO Industrial Area  Kukas  Jaipur-302028,,English
322,Shankara Institute of Technology ,info@shankaratechnology.org,Jaipur,SP-44  RIICO Industrial Area  Kukas  Jaipur-302028,,English
323,Shankara International School of Management & Research ,shankara.research@gmail.com,Jaipur,SP-41C  RIICO Industrial Area  Kukas  Jaipur-302028,,English
324,Shekhawati Engineering College ,info@shekhawatienggcollege.com,Jhunjhunu,"Near Dundlod Railway Phatak, P.O. Dundlod, Jhunjhunu-333702",,English
325,Shekhawati Institute of Engineering & Technology ,ranjeet3333@rediffmail.com,Sikar,"Behind Circuit House, Fatehpur Road Sikar-302005",,English
326,Shekhawati Institute of Management ,ranjeet33331@rediffmail.com,Sikar,"Opp. Shiv Mandir Cinema, Fatehpur Road, Sikar-302005",,English
327,Shekhawati Institute of Technology ,ranjeet33332@rediffmail.com,Sikar,Behind Circuit House  Sikar-302005,,English
328,Shiv Charan Mathur Institute of Management & Technology,maim.mab@gmail.com,Bhilwara,Phatak Nagar  Bilwara (Raj.)-311001,,English
